generation,best_gen,best_ever,mean_fitness,greedy_fitness,mean_certainty,t_eval_max,elapsed
7299,-9.119e-05,-5.926e-05,-0.02250535,-9.119e-05,0.95871,40,225.43
7300,-9.119e-05,-5.926e-05,-0.00974606,-9.119e-05,0.95874,40,225.47
7301,-9.119e-05,-5.926e-05,-0.01949002,-9.119e-05,0.95861,40,225.5
7302,-9.119e-05,-5.926e-05,-0.00921164,-9.119e-05,0.95946,40,225.53
7303,-9.119e-05,-5.926e-05,-0.0083242,-9.119e-05,0.95893,40,225.56
7304,-9.119e-05,-5.926e-05,-0.01377434,-9.119e-05,0.95879,40,225.59
7305,-9.119e-05,-5.926e-05,-0.01051643,-9.119e-05,0.95871,40,225.62
7306,-9.119e-05,-5.926e-05,-0.01520731,-9.119e-05,0.95857,40,225.65
7307,-9.119e-05,-5.926e-05,-0.0199779,-9.119e-05,0.95893,40,225.68
7308,-9.119e-05,-5.926e-05,-0.01864939,-9.119e-05,0.95918,40,225.72
7309,-9.119e-05,-5.926e-05,-0.0107198,-9.119e-05,0.95967,40,225.75
7310,-9.119e-05,-5.926e-05,-0.01550261,-9.119e-05,0.96029,40,225.78
7311,-9.119e-05,-5.926e-05,-0.01403341,-9.119e-05,0.95983,40,225.81
7312,-9.119e-05,-5.926e-05,-0.00669459,-9.119e-05,0.96017,40,225.84
7313,-9.119e-05,-5.926e-05,-0.0103763,-9.119e-05,0.96014,40,225.87
7314,-9.119e-05,-5.926e-05,-0.01824188,-9.119e-05,0.96008,40,225.9
7315,-9.119e-05,-5.926e-05,-0.0110794,-9.119e-05,0.95977,40,225.93
7316,-9.119e-05,-5.926e-05,-0.01536155,-9.119e-05,0.95988,40,225.96
7317,-9.119e-05,-5.926e-05,-0.00839135,-9.119e-05,0.96,40,226.0
7318,-9.119e-05,-5.926e-05,-0.01153456,-9.119e-05,0.95961,40,226.03
7319,-9.119e-05,-5.926e-05,-0.01676122,-9.119e-05,0.95976,40,226.06
7320,-9.119e-05,-5.926e-05,-0.00959047,-9.119e-05,0.9599,40,226.09
7321,-9.119e-05,-5.926e-05,-0.02054458,-9.119e-05,0.96016,40,226.12
7322,-9.119e-05,-5.926e-05,-0.01631723,-9.119e-05,0.96077,40,226.15
7323,-9.119e-05,-5.926e-05,-0.01608449,-9.119e-05,0.96071,40,226.18
7324,-9.119e-05,-5.926e-05,-0.01110136,-9.119e-05,0.96031,40,226.21
7325,-9.119e-05,-5.926e-05,-0.01928909,-9.119e-05,0.96032,40,226.25
7326,-9.119e-05,-5.926e-05,-0.00994268,-9.119e-05,0.96071,40,226.28
7327,-9.119e-05,-5.926e-05,-0.01239243,-9.119e-05,0.96101,40,226.31
7328,-9.119e-05,-5.926e-05,-0.00532827,-9.119e-05,0.96084,40,226.34
7329,-9.119e-05,-5.926e-05,-0.00678916,-9.119e-05,0.96171,40,226.37
7330,-9.119e-05,-5.926e-05,-0.01260193,-9.119e-05,0.96201,40,226.4
7331,-9.119e-05,-5.926e-05,-0.00777326,-9.119e-05,0.9612,40,226.43
7332,-9.119e-05,-5.926e-05,-0.02212327,-9.119e-05,0.96117,40,226.46
7333,-9.119e-05,-5.926e-05,-0.00927433,-9.119e-05,0.96153,40,226.49
7334,-9.119e-05,-5.926e-05,-0.01282697,-9.119e-05,0.96106,40,226.53
7335,-9.119e-05,-5.926e-05,-0.01521322,-9.119e-05,0.96127,40,226.56
7336,-9.119e-05,-5.926e-05,-0.02132864,-9.119e-05,0.96155,40,226.59
7337,-9.119e-05,-5.926e-05,-0.0127272,-9.119e-05,0.96158,40,226.62
7338,-9.119e-05,-5.926e-05,-0.01165726,-9.119e-05,0.96158,40,226.65
7339,-9.119e-05,-5.926e-05,-0.0150716,-9.119e-05,0.96169,40,226.68
7340,-9.119e-05,-5.926e-05,-0.00741988,-9.119e-05,0.9621,40,226.71
7341,-9.119e-05,-5.926e-05,-0.00683116,-9.119e-05,0.962,40,226.74
7342,-9.119e-05,-5.926e-05,-0.01011843,-9.119e-05,0.96146,40,226.77
7343,-9.119e-05,-5.926e-05,-0.00355837,-9.119e-05,0.9613,40,226.8
7344,-9.119e-05,-5.926e-05,-0.01204423,-9.119e-05,0.9608,40,226.84
7345,-9.119e-05,-5.926e-05,-0.01438114,-9.119e-05,0.96122,40,226.87
7346,-9.119e-05,-5.926e-05,-0.01767912,-9.119e-05,0.96103,40,226.9
7347,-9.119e-05,-5.926e-05,-0.01618201,-9.119e-05,0.96042,40,226.93
7348,-9.119e-05,-5.926e-05,-0.00544345,-9.119e-05,0.96034,40,226.96
7349,-9.119e-05,-5.926e-05,-0.01698873,-9.119e-05,0.96077,40,226.99
7350,-9.119e-05,-5.926e-05,-0.01269904,-9.119e-05,0.96132,40,227.02
7351,-9.119e-05,-5.926e-05,-0.01905576,-9.119e-05,0.96096,40,227.05
7352,-9.119e-05,-5.926e-05,-0.01832185,-9.119e-05,0.96101,40,227.08
7353,-9.119e-05,-5.926e-05,-0.01191792,-9.119e-05,0.96094,40,227.11
7354,-9.119e-05,-5.926e-05,-0.0104605,-9.119e-05,0.96092,40,227.15
7355,-9.119e-05,-5.926e-05,-0.01304548,-9.119e-05,0.96024,40,227.18
7356,-9.119e-05,-5.926e-05,-0.01241796,-9.119e-05,0.96087,40,227.21
7357,-9.119e-05,-5.926e-05,-0.01500445,-9.119e-05,0.96038,40,227.24
7358,-9.119e-05,-5.926e-05,-0.0078002,-9.119e-05,0.95981,40,227.27
7359,-9.119e-05,-5.926e-05,-0.0164189,-9.119e-05,0.959,40,227.3
7360,-9.119e-05,-5.926e-05,-0.0078043,-9.119e-05,0.95832,40,227.33
7361,-9.119e-05,-5.926e-05,-0.02028587,-9.119e-05,0.95824,40,227.36
7362,-9.119e-05,-5.926e-05,-0.00737803,-9.119e-05,0.95878,40,227.39
7363,-9.119e-05,-5.926e-05,-0.00988711,-9.119e-05,0.9594,40,227.43
7364,-9.119e-05,-5.926e-05,-0.00767405,-9.119e-05,0.95856,40,227.46
7365,-9.119e-05,-5.926e-05,-0.02342623,-9.119e-05,0.95893,40,227.49
7366,-9.119e-05,-5.926e-05,-0.02379712,-9.119e-05,0.95788,40,227.52
7367,-9.119e-05,-5.926e-05,-0.01073358,-9.119e-05,0.95804,40,227.55
7368,-9.119e-05,-5.926e-05,-0.01404844,-9.119e-05,0.95791,40,227.58
7369,-9.119e-05,-5.926e-05,-0.00793481,-9.119e-05,0.95709,40,227.61
7370,-9.119e-05,-5.926e-05,-0.02253009,-9.119e-05,0.95742,40,227.64
7371,-9.119e-05,-5.926e-05,-0.01559216,-9.119e-05,0.95698,40,227.67
7372,-9.119e-05,-5.926e-05,-0.0147447,-9.119e-05,0.95702,40,227.7
7373,-9.119e-05,-5.926e-05,-0.01583928,-9.119e-05,0.95649,40,227.74
7374,-9.119e-05,-5.926e-05,-0.01749528,-9.119e-05,0.95678,40,227.77
7375,-9.119e-05,-5.926e-05,-0.01308815,-9.119e-05,0.95766,40,227.8
7376,-9.119e-05,-5.926e-05,-0.00777796,-9.119e-05,0.9579,40,227.83
7377,-9.119e-05,-5.926e-05,-0.01529617,-9.119e-05,0.95764,40,227.86
7378,-9.119e-05,-5.926e-05,-0.00656077,-9.119e-05,0.95685,40,227.89
7379,-9.119e-05,-5.926e-05,-0.01357766,-9.119e-05,0.95718,40,227.92
7380,-9.119e-05,-5.926e-05,-0.01409267,-9.119e-05,0.9565,40,227.95
7381,-9.119e-05,-5.926e-05,-0.00803124,-9.119e-05,0.95649,40,227.98
7382,-9.119e-05,-5.926e-05,-0.00859147,-9.119e-05,0.95722,40,228.01
7383,-9.119e-05,-5.926e-05,-0.01544942,-9.119e-05,0.95788,40,228.05
7384,-9.119e-05,-5.926e-05,-0.01297419,-9.119e-05,0.95769,40,228.08
7385,-9.119e-05,-5.926e-05,-0.02090522,-9.119e-05,0.9568,40,228.11
7386,-9.119e-05,-5.926e-05,-0.00581024,-9.119e-05,0.95658,40,228.14
7387,-9.119e-05,-5.926e-05,-0.01202896,-9.119e-05,0.95701,40,228.17
7388,-9.119e-05,-5.926e-05,-0.00641694,-9.119e-05,0.95672,40,228.2
7389,-9.119e-05,-5.926e-05,-0.00867684,-9.119e-05,0.95724,40,228.23
7390,-9.119e-05,-5.926e-05,-0.00929325,-9.119e-05,0.95727,40,228.26
7391,-9.119e-05,-5.926e-05,-0.01150783,-9.119e-05,0.95757,40,228.3
7392,-9.119e-05,-5.926e-05,-0.01183629,-9.119e-05,0.95751,40,228.33
7393,-9.119e-05,-5.926e-05,-0.02248297,-9.119e-05,0.95752,40,228.36
7394,-9.119e-05,-5.926e-05,-0.0125572,-9.119e-05,0.95698,40,228.39
7395,-9.119e-05,-5.926e-05,-0.01271962,-9.119e-05,0.95579,40,228.42
7396,-9.119e-05,-5.926e-05,-0.0122892,-9.119e-05,0.9562,40,228.45
7397,-9.119e-05,-5.926e-05,-0.01238422,-9.119e-05,0.95622,40,228.48
7398,-9.119e-05,-5.926e-05,-0.01400057,-9.119e-05,0.95649,40,228.51
7399,-9.119e-05,-5.926e-05,-0.01874452,-9.119e-05,0.95596,40,228.54
7400,-9.119e-05,-5.926e-05,-0.01928388,-9.119e-05,0.95603,40,228.58
7401,-9.119e-05,-5.926e-05,-0.01687453,-9.119e-05,0.9557,40,228.61
7402,-9.119e-05,-5.926e-05,-0.02537999,-9.119e-05,0.95599,40,228.64
7403,-9.119e-05,-5.926e-05,-0.01445619,-9.119e-05,0.95572,40,228.67
7404,-9.119e-05,-5.926e-05,-0.00777983,-9.119e-05,0.95513,40,228.7
7405,-9.119e-05,-5.926e-05,-0.01585111,-9.119e-05,0.95579,40,228.73
7406,-9.119e-05,-5.926e-05,-0.00400154,-9.119e-05,0.955,40,228.76
7407,-9.119e-05,-5.926e-05,-0.0195945,-9.119e-05,0.95517,40,228.79
7408,-9.119e-05,-5.926e-05,-0.0041507,-9.119e-05,0.95511,40,228.83
7409,-9.119e-05,-5.926e-05,-0.01307937,-9.119e-05,0.95455,40,228.86
7410,-9.119e-05,-5.926e-05,-0.0263444,-9.119e-05,0.95429,40,228.89
7411,-9.119e-05,-5.926e-05,-0.00783268,-9.119e-05,0.9544,40,228.92
7412,-9.119e-05,-5.926e-05,-0.01572718,-9.119e-05,0.95374,40,228.95
7413,-9.119e-05,-5.926e-05,-0.0175461,-9.119e-05,0.95466,40,228.98
7414,-9.119e-05,-5.926e-05,-0.0119513,-9.119e-05,0.95449,40,229.01
7415,-9.119e-05,-5.926e-05,-0.01198374,-9.119e-05,0.95487,40,229.04
7416,-9.119e-05,-5.926e-05,-0.01145331,-9.119e-05,0.95525,40,229.07
7417,-9.119e-05,-5.926e-05,-0.0069292,-9.119e-05,0.95477,40,229.1
7418,-9.119e-05,-5.926e-05,-0.01602891,-9.119e-05,0.95439,40,229.14
7419,-9.119e-05,-5.926e-05,-0.01020279,-9.119e-05,0.95484,40,229.17
7420,-7.119e-05,-5.926e-05,-0.02333123,-9.119e-05,0.95472,40,229.2
7421,-9.119e-05,-5.926e-05,-0.01899966,-9.119e-05,0.95501,40,229.23
7422,-9.119e-05,-5.926e-05,-0.01133266,-9.119e-05,0.95564,40,229.26
7423,-9.119e-05,-5.926e-05,-0.01467874,-9.119e-05,0.95639,40,229.29
7424,-9.119e-05,-5.926e-05,-0.01185377,-9.119e-05,0.95607,40,229.32
7425,-9.119e-05,-5.926e-05,-0.01974774,-9.119e-05,0.95621,40,229.35
7426,-9.119e-05,-5.926e-05,-0.00769865,-9.119e-05,0.95654,40,229.38
7427,-9.119e-05,-5.926e-05,-0.0137825,-9.119e-05,0.95737,40,229.42
7428,-9.119e-05,-5.926e-05,-0.00969825,-9.119e-05,0.95718,40,229.45
7429,-9.119e-05,-5.926e-05,-0.00918348,-9.119e-05,0.95655,40,229.48
7430,-9.119e-05,-5.926e-05,-0.01603556,-9.119e-05,0.95581,40,229.51
7431,-9.119e-05,-5.926e-05,-0.00973709,-9.119e-05,0.95546,40,229.54
7432,-9.119e-05,-5.926e-05,-0.01291755,-9.119e-05,0.95495,40,229.57
7433,-9.119e-05,-5.926e-05,-0.0243429,-9.119e-05,0.95412,40,229.6
7434,-9.119e-05,-5.926e-05,-0.01338504,-9.119e-05,0.95411,40,229.63
7435,-9.119e-05,-5.926e-05,-0.01384402,-9.119e-05,0.95351,40,229.66
7436,-9.119e-05,-5.926e-05,-0.00806997,-9.119e-05,0.95445,40,229.69
7437,-9.119e-05,-5.926e-05,-0.00935331,-9.119e-05,0.95389,40,229.72
7438,-9.119e-05,-5.926e-05,-0.01249004,-9.119e-05,0.95417,40,229.76
7439,-9.119e-05,-5.926e-05,-0.02414514,-9.119e-05,0.95379,40,229.79
7440,-9.119e-05,-5.926e-05,-0.00686771,-9.119e-05,0.95391,40,229.82
7441,-9.119e-05,-5.926e-05,-0.01593025,-9.119e-05,0.95348,40,229.85
7442,-9.119e-05,-5.926e-05,-0.0143183,-9.119e-05,0.9539,40,229.88
7443,-9.119e-05,-5.926e-05,-0.01805346,-9.119e-05,0.95449,40,229.91
7444,-9.119e-05,-5.926e-05,-0.01110651,-9.119e-05,0.95496,40,229.94
7445,-9.119e-05,-5.926e-05,-0.01021754,-9.119e-05,0.95472,40,229.97
7446,-9.119e-05,-5.926e-05,-0.01672945,-9.119e-05,0.95544,40,230.0
7447,-9.119e-05,-5.926e-05,-0.01271253,-9.119e-05,0.95589,40,230.04
7448,-9.119e-05,-5.926e-05,-0.01116491,-9.119e-05,0.95597,40,230.07
7449,-9.119e-05,-5.926e-05,-0.01358501,-9.119e-05,0.95574,40,230.1
7450,-9.119e-05,-5.926e-05,-0.01288489,-9.119e-05,0.95534,40,230.13
7451,-9.119e-05,-5.926e-05,-0.00964087,-9.119e-05,0.95611,40,230.16
7452,-9.119e-05,-5.926e-05,-0.01256831,-9.119e-05,0.95628,40,230.19
7453,-9.119e-05,-5.926e-05,-0.02235269,-9.119e-05,0.95629,40,230.22
7454,-9.119e-05,-5.926e-05,-0.00821315,-9.119e-05,0.95616,40,230.25
7455,-9.119e-05,-5.926e-05,-0.01704347,-9.119e-05,0.9562,40,230.28
7456,-9.119e-05,-5.926e-05,-0.0027172,-9.119e-05,0.95632,40,230.32
7457,-9.119e-05,-5.926e-05,-0.01249041,-9.119e-05,0.95687,40,230.35
7458,-9.119e-05,-5.926e-05,-0.00813449,-9.119e-05,0.95749,40,230.38
7459,-9.119e-05,-5.926e-05,-0.00586553,-9.119e-05,0.95742,40,230.41
7460,-9.119e-05,-5.926e-05,-0.01218211,-9.119e-05,0.95774,40,230.44
7461,-9.119e-05,-5.926e-05,-0.01540618,-9.119e-05,0.95742,40,230.47
7462,-9.119e-05,-5.926e-05,-0.01013937,-9.119e-05,0.95682,40,230.5
7463,-9.119e-05,-5.926e-05,-0.01070049,-9.119e-05,0.95759,40,230.53
7464,-9.119e-05,-5.926e-05,-0.01677822,-9.119e-05,0.95722,40,230.56
7465,-9.119e-05,-5.926e-05,-0.0176313,-9.119e-05,0.95691,40,230.59
7466,-9.119e-05,-5.926e-05,-0.01432479,-9.119e-05,0.95673,40,230.63
7467,-9.119e-05,-5.926e-05,-0.00746563,-9.119e-05,0.95712,40,230.66
7468,-9.119e-05,-5.926e-05,-0.0130576,-9.119e-05,0.95697,40,230.69
7469,-9.119e-05,-5.926e-05,-0.01295343,-9.119e-05,0.95697,40,230.72
7470,-9.119e-05,-5.926e-05,-0.01084712,-9.119e-05,0.95757,40,230.75
7471,-9.119e-05,-5.926e-05,-0.00638584,-9.119e-05,0.95697,40,230.78
7472,-9.119e-05,-5.926e-05,-0.01125095,-9.119e-05,0.9572,40,230.81
7473,-9.119e-05,-5.926e-05,-0.00863968,-9.119e-05,0.95743,40,230.84
7474,-9.119e-05,-5.926e-05,-0.01094205,-9.119e-05,0.95752,40,230.88
7475,-9.119e-05,-5.926e-05,-0.01411755,-9.119e-05,0.95775,40,230.91
7476,-9.119e-05,-5.926e-05,-0.00859815,-9.119e-05,0.95888,40,230.94
7477,-9.119e-05,-5.926e-05,-0.0072008,-9.119e-05,0.95889,40,230.97
7478,-9.119e-05,-5.926e-05,-0.0179009,-9.119e-05,0.95816,40,231.0
7479,-9.119e-05,-5.926e-05,-0.01285491,-9.119e-05,0.95878,40,231.03
7480,-9.119e-05,-5.926e-05,-0.03096392,-9.119e-05,0.95907,40,231.06
7481,-9.119e-05,-5.926e-05,-0.00752294,-9.119e-05,0.95951,40,231.09
7482,-9.119e-05,-5.926e-05,-0.0128033,-9.119e-05,0.9592,40,231.12
7483,-9.119e-05,-5.926e-05,-0.00766603,-9.119e-05,0.95911,40,231.16
7484,-9.119e-05,-5.926e-05,-0.00674621,-9.119e-05,0.95984,40,231.19
7485,-9.119e-05,-5.926e-05,-0.01349015,-9.119e-05,0.96072,40,231.22
7486,-9.119e-05,-5.926e-05,-0.0142345,-9.119e-05,0.96078,40,231.25
7487,-9.119e-05,-5.926e-05,-0.02037088,-9.119e-05,0.96121,40,231.28
7488,-9.119e-05,-5.926e-05,-0.00676519,-9.119e-05,0.96169,40,231.31
7489,-9.119e-05,-5.926e-05,-0.01707099,-9.119e-05,0.96027,40,231.34
7490,-9.119e-05,-5.926e-05,-0.00953351,-9.119e-05,0.96118,40,231.37
7491,-9.119e-05,-5.926e-05,-0.02176967,-9.119e-05,0.96102,40,231.41
7492,-9.119e-05,-5.926e-05,-0.01243296,-9.119e-05,0.96141,40,231.44
7493,-9.119e-05,-5.926e-05,-0.02077463,-9.119e-05,0.96147,40,231.47
7494,-9.119e-05,-5.926e-05,-0.01642216,-9.119e-05,0.96131,40,231.5
7495,-9.119e-05,-5.926e-05,-0.01266054,-9.119e-05,0.96071,40,231.53
7496,-9.119e-05,-5.926e-05,-0.02047931,-9.119e-05,0.96125,40,231.56
7497,-9.119e-05,-5.926e-05,-0.01287985,-9.119e-05,0.96106,40,231.59
7498,-9.119e-05,-5.926e-05,-0.00922875,-9.119e-05,0.9611,40,231.62
7499,-9.119e-05,-5.926e-05,-0.01296379,-9.119e-05,0.96129,40,231.65
7500,-9.119e-05,-5.926e-05,-0.00802551,-9.119e-05,0.96179,40,231.68
7501,-9.119e-05,-5.926e-05,-0.01028779,-9.119e-05,0.96164,40,231.72
7502,-9.119e-05,-5.926e-05,-0.01553212,-9.119e-05,0.96146,40,231.75
7503,-9.119e-05,-5.926e-05,-0.01189766,-9.119e-05,0.96197,40,231.78
7504,-9.119e-05,-5.926e-05,-0.00955179,-9.119e-05,0.96242,40,231.81
7505,-9.119e-05,-5.926e-05,-0.01751253,-9.119e-05,0.96271,40,231.84
7506,-9.119e-05,-5.926e-05,-0.01649365,-9.119e-05,0.96266,40,231.87
7507,-9.119e-05,-5.926e-05,-0.00786577,-9.119e-05,0.96265,40,231.9
7508,-9.119e-05,-5.926e-05,-0.01078972,-9.119e-05,0.96175,40,231.93
7509,-9.119e-05,-5.926e-05,-0.01421522,-9.119e-05,0.96174,40,231.96
7510,-9.119e-05,-5.926e-05,-0.00963871,-9.119e-05,0.96106,40,232.0
7511,-9.119e-05,-5.926e-05,-0.0123328,-9.119e-05,0.96156,40,232.03
7512,-9.119e-05,-5.926e-05,-0.02131351,-9.119e-05,0.96211,40,232.06
7513,-9.119e-05,-5.926e-05,-0.00749174,-9.119e-05,0.96132,40,232.09
7514,-9.119e-05,-5.926e-05,-0.01267837,-9.119e-05,0.9615,40,232.12
7515,-9.119e-05,-5.926e-05,-0.00432131,-9.119e-05,0.96099,40,232.15
7516,-9.119e-05,-5.926e-05,-0.00939231,-9.119e-05,0.96101,40,232.18
7517,-9.119e-05,-5.926e-05,-0.00646663,-9.119e-05,0.96087,40,232.21
7518,-9.119e-05,-5.926e-05,-0.01547281,-9.119e-05,0.96114,40,232.24
7519,-9.119e-05,-5.926e-05,-0.00611286,-9.119e-05,0.96112,40,232.28
7520,-9.119e-05,-5.926e-05,-0.01985965,-9.119e-05,0.96157,40,232.31
7521,-9.119e-05,-5.926e-05,-0.00913717,-9.119e-05,0.96099,40,232.34
7522,-9.119e-05,-5.926e-05,-0.00753834,-9.119e-05,0.96121,40,232.37
7523,-9.119e-05,-5.926e-05,-0.01786376,-9.119e-05,0.96136,40,232.4
7524,-9.119e-05,-5.926e-05,-0.01954619,-9.119e-05,0.96147,40,232.43
7525,-9.119e-05,-5.926e-05,-0.01293442,-9.119e-05,0.96168,40,232.46
7526,-9.119e-05,-5.926e-05,-0.00788612,-9.119e-05,0.96179,40,232.49
7527,-9.119e-05,-5.926e-05,-0.01132772,-9.119e-05,0.96185,40,232.52
7528,-9.119e-05,-5.926e-05,-0.01793202,-9.119e-05,0.96201,40,232.55
7529,-9.119e-05,-5.926e-05,-0.0068892,-9.119e-05,0.9619,40,232.59
7530,-9.119e-05,-5.926e-05,-0.00793238,-9.119e-05,0.96223,40,232.62
7531,-9.119e-05,-5.926e-05,-0.00582715,-9.119e-05,0.96204,40,232.65
7532,-9.119e-05,-5.926e-05,-0.01701292,-9.119e-05,0.96187,40,232.68
7533,-9.119e-05,-5.926e-05,-0.01506707,-9.119e-05,0.96171,40,232.71
7534,-9.119e-05,-5.926e-05,-0.0185349,-9.119e-05,0.96172,40,232.74
7535,-9.119e-05,-5.926e-05,-0.01220483,-9.119e-05,0.96202,40,232.77
7536,-9.119e-05,-5.926e-05,-0.01554439,-9.119e-05,0.96258,40,232.8
7537,-9.119e-05,-5.926e-05,-0.02109757,-9.119e-05,0.96248,40,232.83
7538,-9.119e-05,-5.926e-05,-0.01415721,-9.119e-05,0.96283,40,232.86
7539,-9.119e-05,-5.926e-05,-0.01181673,-9.119e-05,0.96338,40,232.9
7540,-9.119e-05,-5.926e-05,-0.01862816,-9.119e-05,0.9629,40,232.93
7541,-9.119e-05,-5.926e-05,-0.01935074,-9.119e-05,0.96219,40,232.96
7542,-9.119e-05,-5.926e-05,-0.01757597,-9.119e-05,0.96146,40,232.99
7543,-9.119e-05,-5.926e-05,-0.01808298,-9.119e-05,0.96167,40,233.02
7544,-9.119e-05,-5.926e-05,-0.0065626,-9.119e-05,0.96117,40,233.05
7545,-9.119e-05,-5.926e-05,-0.01703155,-9.119e-05,0.96126,40,233.08
7546,-9.119e-05,-5.926e-05,-0.00381685,-9.119e-05,0.96156,40,233.11
7547,-9.119e-05,-5.926e-05,-0.00780579,-9.119e-05,0.9614,40,233.14
7548,-9.119e-05,-5.926e-05,-0.01167484,-9.119e-05,0.9618,40,233.18
7549,-9.119e-05,-5.926e-05,-0.00781213,-9.119e-05,0.96217,40,233.21
7550,-9.119e-05,-5.926e-05,-0.01651578,-9.119e-05,0.96155,40,233.24
7551,-9.119e-05,-5.926e-05,-0.01177302,-9.119e-05,0.962,40,233.27
7552,-9.119e-05,-5.926e-05,-0.01181019,-9.119e-05,0.9615,40,233.3
7553,-9.119e-05,-5.926e-05,-0.01593051,-9.119e-05,0.96122,40,233.33
7554,-9.119e-05,-5.926e-05,-0.00950804,-9.119e-05,0.96187,40,233.36
7555,-9.119e-05,-5.926e-05,-0.01175825,-9.119e-05,0.96242,40,233.39
7556,-9.119e-05,-5.926e-05,-0.00887565,-9.119e-05,0.96275,40,233.42
7557,-9.119e-05,-5.926e-05,-0.00830096,-9.119e-05,0.96219,40,233.45
7558,-9.119e-05,-5.926e-05,-0.01119892,-9.119e-05,0.96258,40,233.49
7559,-9.119e-05,-5.926e-05,-0.01065759,-9.119e-05,0.96362,40,233.52
7560,-9.119e-05,-5.926e-05,-0.01254204,-9.119e-05,0.96357,40,233.55
7561,-9.119e-05,-5.926e-05,-0.01187729,-9.119e-05,0.9631,40,233.58
7562,-9.119e-05,-5.926e-05,-0.02283243,-9.119e-05,0.96324,40,233.61
7563,-9.119e-05,-5.926e-05,-0.01052127,-9.119e-05,0.96358,40,233.64
7564,-9.119e-05,-5.926e-05,-0.00799953,-9.119e-05,0.96361,40,233.67
7565,-9.119e-05,-5.926e-05,-0.01802941,-9.119e-05,0.96377,40,233.7
7566,-9.119e-05,-5.926e-05,-0.01507483,-9.119e-05,0.96398,40,233.74
7567,-9.119e-05,-5.926e-05,-0.01732787,-9.119e-05,0.96366,40,233.77
7568,-9.119e-05,-5.926e-05,-0.01403374,-9.119e-05,0.96465,40,233.8
7569,-9.119e-05,-5.926e-05,-0.00914843,-9.119e-05,0.96436,40,233.83
7570,-9.119e-05,-5.926e-05,-0.01012344,-9.119e-05,0.96426,40,233.86
7571,-9.119e-05,-5.926e-05,-0.008689,-9.119e-05,0.9642,40,233.89
7572,-9.119e-05,-5.926e-05,-0.01204631,-9.119e-05,0.96425,40,233.92
7573,-9.119e-05,-5.926e-05,-0.01039762,-9.119e-05,0.96452,40,233.95
7574,-9.119e-05,-5.926e-05,-0.01897099,-9.119e-05,0.96462,40,233.98
7575,-9.119e-05,-5.926e-05,-0.01003647,-9.119e-05,0.96407,40,234.02
7576,-9.119e-05,-5.926e-05,-0.00794098,-9.119e-05,0.96452,40,234.05
7577,-9.119e-05,-5.926e-05,-0.02225373,-9.119e-05,0.96465,40,234.08
7578,-9.119e-05,-5.926e-05,-0.01009951,-9.119e-05,0.96462,40,234.11
7579,-9.119e-05,-5.926e-05,-0.01331346,-9.119e-05,0.96427,40,234.14
7580,-9.119e-05,-5.926e-05,-0.00951628,-9.119e-05,0.9642,40,234.17
7581,-9.119e-05,-5.926e-05,-0.01431494,-9.119e-05,0.96274,40,234.2
7582,-9.119e-05,-5.926e-05,-0.01191507,-9.119e-05,0.96309,40,234.23
7583,-9.119e-05,-5.926e-05,-0.01731684,-9.119e-05,0.96358,40,234.27
7584,-9.119e-05,-5.926e-05,-0.01200519,-9.119e-05,0.96424,40,234.3
7585,-9.119e-05,-5.926e-05,-0.01225697,-9.119e-05,0.96443,40,234.33
7586,-9.119e-05,-5.926e-05,-0.01399307,-9.119e-05,0.96512,40,234.36
7587,-9.119e-05,-5.926e-05,-0.01352451,-9.119e-05,0.96501,40,234.39
7588,-9.119e-05,-5.926e-05,-0.01387535,-9.119e-05,0.96497,40,234.42
7589,-9.119e-05,-5.926e-05,-0.00950353,-9.119e-05,0.96535,40,234.45
7590,-9.119e-05,-5.926e-05,-0.00567124,-9.119e-05,0.96483,40,234.48
7591,-9.119e-05,-5.926e-05,-0.01469472,-9.119e-05,0.96493,40,234.52
7592,-9.119e-05,-5.926e-05,-0.01254524,-9.119e-05,0.96433,40,234.55
7593,-9.119e-05,-5.926e-05,-0.01946653,-9.119e-05,0.96478,40,234.58
7594,-9.119e-05,-5.926e-05,-0.01760529,-9.119e-05,0.96444,40,234.61
7595,-9.119e-05,-5.926e-05,-0.01858736,-9.119e-05,0.96422,40,234.64
7596,-9.119e-05,-5.926e-05,-0.01392786,-9.119e-05,0.96421,40,234.67
7597,-9.119e-05,-5.926e-05,-0.0108115,-9.119e-05,0.96439,40,234.7
7598,-9.119e-05,-5.926e-05,-0.01213382,-9.119e-05,0.96407,40,234.74
7599,-9.119e-05,-5.926e-05,-0.01457396,-9.119e-05,0.96396,40,234.77
7600,-9.119e-05,-5.926e-05,-0.01462121,-9.119e-05,0.9638,40,234.8
7601,-9.119e-05,-5.926e-05,-0.00885695,-9.119e-05,0.96424,40,234.83
7602,-9.119e-05,-5.926e-05,-0.01177949,-9.119e-05,0.96414,40,234.86
7603,-9.119e-05,-5.926e-05,-0.00856234,-9.119e-05,0.96356,40,234.89
7604,-9.119e-05,-5.926e-05,-0.0148184,-9.119e-05,0.96322,40,234.93
7605,-9.119e-05,-5.926e-05,-0.0113986,-9.119e-05,0.96279,40,234.96
7606,-9.119e-05,-5.926e-05,-0.00959495,-9.119e-05,0.96212,40,234.99
7607,-9.119e-05,-5.926e-05,-0.00942162,-9.119e-05,0.96184,40,235.02
7608,-9.119e-05,-5.926e-05,-0.02445762,-9.119e-05,0.96138,40,235.05
